"","Turn","Interlocutor","Speech","Interruption","StartTime","EndTime","Order","ValenceWarriner","ValenceUncertaintyWarriner","ArousalWarriner","ArousalUncertaintyWarriner","DominanceWarriner","DominanceUncertaintyWarriner","ValenceAfinn","ValenceAnew","ValenceUncertaintyAnew","ArousalAnew","ArousalUncertaintyAnew","DominanceAnew","DominanceUncertaintyAnew","DebateN","Race"
"890",220,"Clinton","Well, I think cyber security, cyber warfare will be one of the biggest challenges facing the next president, because clearly we’re facing at this point two different kinds of adversaries. There are the independent hacking groups that do it mostly for commercial reasons to try to steal information that they can use to make money. But increasingly, we are seeing cyber attacks coming from states, organs of states. The most recent and troubling of these has been Russia. There’s no doubt now that Russia has used cyber attacks against all kinds of organizations in our country, and I am deeply concerned about this. I know Donald’s very praiseworthy of Vladimir Putin, but Putin is playing a really…","No",3985.6,4037.2,11344,5.5312,1.6728,4.106,2.3284,5.4648,2.156,-1,5.55666666666667,1.78666666666667,5.23111111111111,2.26333333333333,5.42333333333333,2.21555555555556,1,"2016"
"891",221,"Trump","(INAUDIBLE)","Yes",4036.6,4037,11403,3.61,1.58,3.33,2.55,4.26,2.4,NA,NA,NA,NA,NA,NA,NA,1,"2016"
"892",222,"Clinton","… tough, long game here. And one of the things he’s done is to let loose cyber attackers to hack into government files, to hack into personal files, hack into the Democratic National Committee. And we recently have learned that, you know, that this is one of their preferred methods of trying to wreak havoc and collect information. We need to make it very clear — whether it’s Russia, China, Iran or anybody else — the United States has much greater capacity. And we are not going to sit idly by and permit state actors to go after our information, our private-sector information or our public-sector information. And we’re going to have to make it clear that we don’t want to use the kinds of tools that we have. We don’t want to engage in a different kind of warfare. But we will defend the citizens of this country. And the Russians need to understand that. I think they’ve been treating it as almost a probing, how far would we go, how much would we do. And that’s why I was so — I was so shocked when Donald publicly invited Putin to hack into Americans. That is just unacceptable. It’s one of the reasons why 50 national security officials who served in Republican information — in administrations…","No",4037.5,4123.7,11511,5.5346875,1.68609375,3.841875,2.1775,5.49796875,2.19109375,0,6.22153846153846,1.88461538461538,5.4,2.18692307692308,5.58153846153846,2.06692307692308,1,"2016"
"893",223,"Moderator","Your two minutes have expired.","Yes",4123.4,4124.4,11621,6.08,1.83,3.425,2.305,5.385,2.225,NA,NA,NA,NA,NA,NA,NA,1,"2016"
"894",224,"Clinton","… have said that Donald is unfit to be the commander-in-chief. It’s comments like that that really worry people who understand the threats that we face.","Yes",4124.1,4133.8,11637,5.383,1.705,4.118,2.306,5.453,2.241,-1,6.136,1.684,5.722,2.2,5.39,2.108,1,"2016"
"895",225,"Moderator","Mr. Trump, you have two minutes and the same question. Who’s behind it? And how do we fight it?","No",4133.9,4136.9,11660,5.275,1.79833333333333,3.975,2.23,5.59,2.155,-1,3.76,2.63,7.15,2.19,5.27,2.69,1,"2016"
"896",226,"Trump","Yeah. I do want to say that I was just endorsed — and more are coming next week — it will be over 200 admirals, many of them here — admirals and generals endorsed me to lead this country. That just happened, and many more are coming. And I’m very proud of it. In addition, I was just endorsed by ICE. They’ve never endorsed anybody before on immigration. I was just endorsed by ICE. I was just recently endorsed — 16,500 Border Patrol agents. So when Secretary Clinton talks about this, I mean, I’ll take the admirals and I’ll take the generals any day over the political hacks that I see that have led our country so brilliantly over the last 10 years with their knowledge. OK? Because look at the mess that we’re in. Look at the mess that we’re in. As far as the cyber, I agree to parts of what Secretary Clinton said. We should be better than anybody else, and perhaps we’re not. I don’t think anybody knows it was Russia that broke into the DNC. She’s saying Russia, Russia, Russia, but I don’t — maybe it was. I mean, it could be Russia, but it could also be China. It could also be lots of other people. It also could be somebody sitting on their bed that weighs 400 pounds, OK? You don’t know who broke in to DNC. But what did we learn with DNC? We learned that Bernie Sanders was taken advantage of by your people, by Debbie Wasserman Schultz. Look what happened to her. But Bernie Sanders was taken advantage of. That’s what we learned. Now, whether that was Russia, whether that was China, whether it was another country, we don’t know, because the truth is, under President Obama we’ve lost control of things that we used to have control over. We came in with the Internet, we came up with the Internet, and I think Secretary Clinton and myself would agree very much, when you look at what ISIS is doing with the Internet, they’re beating us at our own game. ISIS. So we have to get very, very tough on cyber and cyber warfare. It is — it is a huge problem. I have a son. He’s 10 years old. He has computers. He is so good with these computers, it’s unbelievable. The security aspect of cyber is very, very tough. And maybe it’s hardly doable. But I will say, we are not doing the job we should be doing. But that’s true throughout our whole governmental society. We have so many things that we have to do better, Lester, and certainly cyber is one of them.","Yes",4135.5,4281.8,11890,5.61224719101124,1.67943820224719,4.03337078651685,2.36808988764045,5.64876404494382,2.21022471910112,0.62962962962963,6.28926829268293,1.59609756097561,5.20682926829268,2.19048780487805,5.84585365853659,1.96268292682927,1,"2016"
"897",227,"Moderator","Secretary Clinton?","No",4282.2,4282.8,12111.5,5.18,1.84,3.8,2.17,6.68,2.26,NA,5.76,1.3,4.66,2.04,5.86,1.62,1,"2016"
"898",228,"Clinton","Well, I think there are a number of issues that we should be addressing. I have put forth a plan to defeat ISIS. It does involve going after them online. I think we need to do much more with our tech companies to prevent ISIS and their operatives from being able to use the Internet to radicalize, even direct people in our country and Europe and elsewhere. But we also have to intensify our air strikes against ISIS and eventually support our Arab and Kurdish partners to be able to actually take out ISIS in Raqqa, end their claim of being a Caliphate. We’re making progress. Our military is assisting in Iraq. And we’re hoping that within the year we’ll be able to push ISIS out of Iraq and then, you know, really squeeze them in Syria. But we have to be cognizant of the fact that they’ve had foreign fighters coming to volunteer for them, foreign money, foreign weapons, so we have to make this the top priority. And I would also do everything possible to take out their leadership. I was involved in a number of efforts to take out Al Qaida leadership when I was secretary of state, including, of course, taking out bin Laden. And I think we need to go after Baghdadi, as well, make that one of our organizing principles. Because we’ve got to defeat ISIS, and we’ve got to do everything we can to disrupt their propaganda efforts online.","No",4284.1,4382,12235.5,5.72579710144928,1.70144927536232,3.97159420289855,2.24536231884058,5.7204347826087,2.20115942028986,0.571428571428571,5.93227272727273,1.70636363636364,4.97272727272727,2.24136363636364,5.75954545454545,1.99136363636364,1,"2016"
"899",229,"Moderator","You mention ISIS, and we think of ISIS certainly as over there, but there are American citizens who have been inspired to commit acts of terror on American soil, the latest incident, of course, the bombings we just saw in New York and New Jersey, the knife attack at a mall in Minnesota, in the last year, deadly attacks in San Bernardino and Orlando. I’ll ask this to both of you. Tell us specifically how you would prevent homegrown attacks by American citizens, Mr. Trump?","No",4382.2,4407.8,12401,5.11952380952381,1.62619047619048,4.40190476190476,2.27285714285714,5.39190476190476,2.10095238095238,-0.571428571428571,4.43,1.86875,5.70875,2.21,4.57375,2.09375,1,"2016"
"900",230,"Trump","Well, first I have to say one thing, very important. Secretary Clinton is talking about taking out ISIS. “We will take out ISIS.” Well, President Obama and Secretary Clinton created a vacuum the way they got out of Iraq, because they got out — what, they shouldn’t have been in, but once they got in, the way they got out was a disaster. And ISIS was formed. So she talks about taking them out. She’s been doing it a long time. She’s been trying to take them out for a long time. But they wouldn’t have even been formed if they left some troops behind, like 10,000 or maybe something more than that. And then you wouldn’t have had them. Or, as I’ve been saying for a long time, and I think you’ll agree, because I said it to you once, had we taken the oil — and we should have taken the oil — ISIS would not have been able to form either, because the oil was their primary source of income. And now they have the oil all over the place, including the oil — a lot of the oil in Libya, which was another one of her disasters.","Yes",4407.6,4467.7,12542,5.49833333333333,1.74309523809524,3.8597619047619,2.3102380952381,5.71166666666667,2.26619047619048,0.2,5.33526315789474,1.60894736842105,4.98368421052632,2.28736842105263,5.21578947368421,2.02684210526316,1,"2016"
"901",231,"Moderator","Secretary Clinton?","No",4468.5,4469.2,12641.5,5.18,1.84,3.8,2.17,6.68,2.26,NA,5.76,1.3,4.66,2.04,5.86,1.62,1,"2016"
"902",232,"Clinton","Well, I hope the fact-checkers are turning up the volume and really working hard. Donald supported the invasion of Iraq.","No",4470,4478.3,12653,5.16666666666667,1.79,4.65166666666667,2.34166666666667,5.45666666666667,2.11,1,5.94,1.82,4.95,2.19333333333333,5.56,1.84666666666667,1,"2016"
"903",233,"Trump","Wrong.","No",4478.6,4479,12664,3.24,1.48,5.29,2.19,3.39,1.97,-2,2.93,1.8,4.67,2.04,3.3,1.8,1,"2016"
"904",234,"Clinton","That is absolutely proved over and over again.","No",4479,4482,12668.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"2016"
"905",235,"Trump","Wrong. Wrong.","Yes",4480.3,4482.8,12673.5,3.24,1.48,5.29,2.19,3.39,1.97,-2,2.93,1.8,4.67,2.04,3.3,1.8,1,"2016"
"906",236,"Clinton","He actually advocated for the actions we took in Libya and urged that Gadhafi be taken out, after actually doing some business with him one time. But the larger point — and he says this constantly — is George W. Bush made the agreement about when American troops would leave Iraq, not Barack Obama. And the only way that American troops could have stayed in Iraq is to get an agreement from the then-Iraqi government that would have protected our troops, and the Iraqi government would not give that. But let’s talk about the question you asked, Lester. The question you asked is, what do we do here in the United States? That’s the most important part of this. How do we prevent attacks? How do we protect our people? And I think we’ve got to have an intelligence surge, where we are looking for every scrap of information. I was so proud of law enforcement in New York, in Minnesota, in New Jersey. You know, they responded so quickly, so professionally to the attacks that occurred by Rahami. And they brought him down. And we may find out more information because he is still alive, which may prove to be an intelligence benefit. So we’ve got to do everything we can to vacuum up intelligence from Europe, from the Middle East. That means we’ve got to work more closely with our allies, and that’s something that Donald has been very dismissive of. We’re working with NATO, the longest military alliance in the history of the world, to really turn our attention to terrorism. We’re working with our friends in the Middle East, many of which, as you know, are Muslim majority nations. Donald has consistently insulted Muslims abroad, Muslims at home, when we need to be cooperating with Muslim nations and with the American Muslim community. They’re on the front lines. They can provide information to us that we might not get anywhere else. They need to have close working cooperation with law enforcement in these communities, not be alienated and pushed away as some of Donald’s rhetoric, unfortunately, has led to.","Yes",4482.5,4619.8,12850.5,5.87613636363636,1.69238636363636,3.85204545454545,2.22954545454545,5.65579545454545,2.11772727272727,0.428571428571429,6.155,1.76321428571429,5.15392857142857,2.22857142857143,5.40107142857143,2.15785714285714,1,"2016"
"907",237,"Moderator","Mr. T-","No",4620.2,4620.9,13027.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"2016"
"908",238,"Trump","Well, I have to respond.","No",4620.9,4622,13031,5.785,1.855,3.305,2.055,5.86,2.12,NA,NA,NA,NA,NA,NA,NA,1,"2016"
"909",239,"Moderator","Please respond.","No",4622.2,4622.7,13034.5,5.71,1.68,3.09,2.07,6,1.94,1,NA,NA,NA,NA,NA,NA,1,"2016"
"910",240,"Trump","The secretary said very strongly about working with — we’ve been working with them for many years, and we have the greatest mess anyone’s ever seen. You look at the Middle East, it’s a total mess. Under your direction, to a large extent. But you look at the Middle East, you started the Iran deal, that’s another beauty where you have a country that was ready to fall, I mean, they were doing so badly. They were choking on the sanctions. And now they’re going to be actually probably a major power at some point pretty soon, the way they’re going. But when you look at NATO, I was asked on a major show, what do you think of NATO? And you have to understand, I’m a businessperson. I did really well. But I have common sense. And I said, well, I’ll tell you. I haven’t given lots of thought to NATO. But two things. Number one, the 28 countries of NATO, many of them aren’t paying their fair share. Number two — and that bothers me, because we should be asking — we’re defending them, and they should at least be paying us what they’re supposed to be paying by treaty and contract. And, number two, I said, and very strongly, NATO could be obsolete, because — and I was very strong on this, and it was actually covered very accurately in the New York Times, which is unusual for the New York Times, to be honest — but I said, they do not focus on terror. And I was very strong. And I said it numerous times. And about four months ago, I read on the front page of the Wall Street Journal that NATO is opening up a major terror division. And I think that’s great. And I think we should get — because we pay approximately 73 percent of the cost of NATO. It’s a lot of money to protect other people. But I’m all for NATO. But I said they have to focus on terror, also. And they’re going to do that. And that was — believe me — I’m sure I’m not going to get credit for it — but that was largely because of what I was saying and my criticism of NATO. I think we have to get NATO to go into the Middle East with us, in addition to surrounding nations, and we have to knock the hell out of ISIS, and we have to do it fast, when ISIS formed in this vacuum created by Barack Obama and Secretary Clinton. And believe me, you were the ones that took out the troops. Not only that, you named the day. They couldn’t believe it. They sat back probably and said, I can’t believe it. They said…","No",4622.9,4757.1,13263.5,5.7878813559322,1.66872881355932,3.87550847457627,2.26694915254237,5.64254237288136,2.11296610169492,-0.571428571428571,5.94394736842105,1.56289473684211,5.3028947368421,2.25710526315789,5.62157894736842,1.945,1,"2016"
"911",241,"Clinton","Lester, we’ve covered a…","Yes",4756.3,4757.2,13493.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"2016"
"912",242,"Trump","No, wait a minute.","No",4757.3,4757.8,13497.5,5.025,1.56,3.69,2.385,4.74,2.215,-1,NA,NA,NA,NA,NA,NA,1,"2016"
"913",243,"Clinton","We’ve covered this ground.","No",4758,4759.1,13501.5,5.28,1.56,2.35,1.73,5.5,2.01,NA,5.36,0.95,4.14,1.78,5.14,1.65,1,"2016"
"914",244,"Trump","When they formed, when they formed, this is something that never should have happened. It should have never happened. Now, you’re talking about taking out ISIS. But you were there, and you were secretary of state when it was a little infant. Now it’s in over 30 countries. And you’re going to stop them? I don’t think so.","Yes",4758.5,4776.1,13532.5,5.825,1.705,3.79,2.19375,5.72125,2.275,-1,5.77,1.6575,4.8275,2.2975,5.7,2.075,1,"2016"
"915",245,"Moderator","Mr. Trump, a lot of these are judgement questions. You had supported the war in Iraq before the invasion. What makes your judgement (INAUDIBLE)...","No",4776.3,4783.3,13573.5,3.1175,1.6775,4.88,2.16,4.0975,2.1725,0,2.08,1.91,7.49,2.16,4.5,3,1,"2016"
"916",246,"Trump","I did not support the war in Iraq.","No",4783.3,4785.4,13589.5,4.56,1.86,4.66,2.095,4.69,2.54,0,2.08,1.91,7.49,2.16,4.5,3,1,"2016"
"917",247,"Moderator","In 2002…","Yes",4784.5,4786.4,13594.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"2016"
"918",248,"Trump","That is a mainstream media nonsense put out by her, because she — frankly, I think the best person in her campaign is mainstream media.","Yes",4786,4794.8,13607.5,5.07428571428571,1.56428571428571,3.72857142857143,2.18714285714286,5.61142857142857,2.04428571428571,0.5,5.78,1.75,4.56666666666667,2.31666666666667,5.54333333333333,1.92,1,"2016"
"919",249,"Moderator","My question is, since you supported it…","No",4795,4796.6,13623,6.36,1.62,3.67,2.24,5.88,2.31,2,NA,NA,NA,NA,NA,NA,1,"2016"
"920",250,"Trump","Just — would you like to hear…","Yes",4795.5,4796.8,13629.5,6.67666666666667,1.49666666666667,3.94333333333333,2.36666666666667,6.31,1.61333333333333,2,7.52,1.72,6.63,2.2,5.41,2.69,1,"2016"
"921",251,"Moderator","… why is your — why is your judgment…","No",4796.9,4798.8,13636,4.65,1.84,4.27,2.45,5.54,2.5,NA,4.41,1.78,5.78,1.91,4.38,2.2,1,"2016"
"922",252,"Trump","I was against the war. Wait a minute. I was against the war in Iraq. Just so you put it out.","Yes",4797.3,4802.7,13650,3.92,1.502,4.756,2.24,4.392,2.318,-2,2.08,1.91,7.49,2.16,4.5,3,1,"2016"
"923",253,"Moderator","The record shows otherwise, but why — why was…","No",4802.7,4804.4,13664.5,5.89,1.57,3.3,2.3,5.5,2.31,NA,NA,NA,NA,NA,NA,NA,1,"2016"
"924",254,"Trump","And I- The record does not show that.","Yes",4803.2,4805.1,13672.5,5.9,1.42,3.7,2.355,5.665,2.145,NA,NA,NA,NA,NA,NA,NA,1,"2016"
"925",255,"Moderator","Why was — is your judgment any…","Yes",4804.9,4806.4,13679.5,4.65,1.84,4.27,2.45,5.54,2.5,NA,4.41,1.78,5.78,1.91,4.38,2.2,1,"2016"
"926",256,"Trump","The record shows that I’m right. When I did an interview with Howard Stern, very lightly, first time anyone’s asked me that, I said, very lightly, I don’t know, maybe, who knows? Essentially. I then did an interview with Neil Cavuto. We talked about the economy is more important. I then spoke to Sean Hannity, which everybody refuses to call Sean Hannity. I had numerous conversations with Sean Hannity at Fox. And Sean Hannity said — and he called me the other day — and I spoke to him about it — he said you were totally against the war, because he was for the war.","Yes",4805.9,4839.8,13734,5.29176470588235,1.61882352941176,4.53941176470588,2.34294117647059,5.55764705882353,2.17235294117647,-0.666666666666667,5.83555555555556,1.70444444444444,5.91777777777778,2.33222222222222,6.19555555555556,2.09666666666667,1,"2016"
"927",257,"Moderator","Why is your judgment better than…","No",4839.9,4841.2,13788.5,4.65,1.84,4.27,2.45,5.54,2.5,2,4.41,1.78,5.78,1.91,4.38,2.2,1,"2016"
"928",258,"Trump","And when he — excuse me. And that was before the war started. Sean Hannity said very strongly to me and other people — he’s willing to say it, but nobody wants to call him. I was against the war. He said, you used to have fights with me, because Sean was in favor of the war. And I understand that side, also, not very much, because we should have never been there. But nobody called Sean Hannity. And then they did an article in a major magazine, shortly after the war started. I think in ’04. But they did an article which had me totally against the war in Iraq. And one of your compatriots said, you know, whether it was before or right after, Trump was definitely — because if you read this article, there’s no doubt. But if somebody — and I’ll ask the press — if somebody would call up Sean Hannity, this was before the war started. He and I used to have arguments about the war. I said, it’s a terrible and a stupid thing. It’s going to destabilize the Middle East. And that’s exactly what it’s done. It’s been a disaster.","Yes",4840,4898.5,13888,4.96317073170732,1.65609756097561,4.12829268292683,2.19414634146341,5.17170731707317,2.0880487804878,-1.57142857142857,4.73038461538462,1.57769230769231,5.88038461538462,2.23076923076923,5.35884615384615,2.165,1,"2016"
"929",259,"Moderator","My reference was to what you had said in 2002, and my question was…","Yes",4897.7,4901.2,13991.5,5.995,1.595,3.54,2.15,5.63,2.165,NA,NA,NA,NA,NA,NA,NA,1,"2016"
"930",260,"Trump","No, no. You didn’t hear what I said.","No",4901.4,4902.5,14002.5,6.68,1.49,3.62,2.22,6.71,1.79,-1,NA,NA,NA,NA,NA,NA,1,"2016"
"931",261,"Moderator","... why is your judgment — why is your judgment any different than Mrs. Clinton’s judgment?","Yes",4901.4,4905.7,14013.5,4.965,1.83,4.19,2.3875,5.7725,2.3275,NA,4.41,1.78,5.78,1.91,4.38,2.2,1,"2016"
"932",262,"Trump","Well, I have much better judgment than she does. There’s no question about that. I also have a much better temperament than she has, you know? (LAUGHTER) I have a much better — she spent — let me tell you — she spent hundreds of millions of dollars on an advertising — you know, they get Madison Avenue into a room, they put names — oh, temperament, let’s go after — I think my strongest asset, maybe by far, is my temperament. I have a winning temperament. I know how to win. She does not have a…","Yes",4905.3,4933.2,14066,5.88807692307692,1.64461538461538,3.77884615384615,2.19,5.76269230769231,2.08807692307692,2.125,6.752,1.46,5.676,2.144,6.41,2.081,1,"2016"
"933",263,"Moderator","Secretary Clinton?","Yes",4933.1,4933.7,14112.5,5.18,1.84,3.8,2.17,6.68,2.26,NA,5.76,1.3,4.66,2.04,5.86,1.62,1,"2016"
"934",264,"Trump","Wait. The AFL-CIO the other day, behind the blue screen, I don’t know who you were talking to, Secretary Clinton, but you were totally out of control. I said, there’s a person with a temperament that’s got a problem.","No",4933.7,4948,14133.5,5.37454545454545,1.67272727272727,3.87454545454545,2.26818181818182,5.68272727272727,2.13363636363636,-2,5.94714285714286,1.56142857142857,5.09571428571429,2.13857142857143,5.77857142857143,1.99571428571429,1,"2016"
"935",265,"Moderator","Secretary Clinton?","No",4948.5,4949,14154.5,5.18,1.84,3.8,2.17,6.68,2.26,NA,5.76,1.3,4.66,2.04,5.86,1.62,1,"2016"
"936",266,"Clinton","Whew, OK. (LAUGHTER) Let’s talk about two important issues that were briefly mentioned by Donald, first, NATO. You know, NATO as a military alliance has something called Article 5, and basically it says this: An attack on one is an attack on all. And you know the only time it’s ever been invoked? After 9/11, when the 28 nations of NATO said that they would go to Afghanistan with us to fight terrorism, something that they still are doing by our side. With respect to Iran, when I became secretary of state, Iran was weeks away from having enough nuclear material to form a bomb. They had mastered the nuclear fuel cycle under the Bush administration. They had built covert facilities. They had stocked them with centrifuges that were whirling away. And we had sanctioned them. I voted for every sanction against Iran when I was in the Senate, but it wasn’t enough. So I spent a year-and-a-half putting together a coalition that included Russia and China to impose the toughest sanctions on Iran. And we did drive them to the negotiating table. And my successor, John Kerry, and President Obama got a deal that put a lid on Iran’s nuclear program without firing a single shot. That’s diplomacy. That’s coalition-building. That’s working with other nations. The other day, I saw Donald saying that there were some Iranian sailors on a ship in the waters off of Iran, and they were taunting American sailors who were on a nearby ship. He said, you know, if they taunted our sailors, I’d blow them out of the water and start another war. That’s not good judgment.","No",4949.3,5069.7,14295,5.2715625,1.61890625,4.38125,2.269375,5.3765625,2.15125,-0.444444444444444,5.15966666666667,1.65033333333333,5.43633333333333,2.22966666666667,5.13233333333333,2.13666666666667,1,"2016"
"937",267,"Trump","That would not start a war.","Yes",5068.4,5069.3,14437.5,4.85,1.55,4.96333333333333,2.45666666666667,4.90333333333333,2.15333333333333,-2,2.08,1.91,7.49,2.16,4.5,3,1,"2016"
"938",268,"Clinton","That is not the right temperament to be commander-in-chief, to be taunted. And the worst part…","No",5070.2,5078,14449.5,5.66857142857143,1.6,3.83857142857143,2.28142857142857,5.75142857142857,2.35142857142857,-3,5.78,1.665,4.305,2.21,5.565,1.685,1,"2016"
"939",269,"Trump","No, they were taunting us.","Yes",5077.9,5079.1,14461,NA,NA,NA,NA,NA,NA,-1,NA,NA,NA,NA,NA,NA,1,"2016"
"940",270,"Clinton","… of what we've heard Donald say has been about nuclear weapons. He has said repeatedly that he didn’t care if other nations got nuclear weapons, Japan, South Korea, even Saudi Arabia. It has been the policy of the United States, Democrats and Republicans, to do everything we could to reduce the proliferation of nuclear weapons. He even said, well, you know, if there were nuclear war in East Asia, well, you know, that’s fine, you know…","Yes",5078,5107.1,14501.5,5.41588235294118,1.62058823529412,4.48529411764706,2.06823529411765,5.27941176470588,2.16647058823529,0.75,4.79,1.878,5.857,2.203,4.924,2.197,1,"2016"
"941",271,"Trump","Wrong.","Yes",5106.9,5107.2,14540,3.24,1.48,5.29,2.19,3.39,1.97,-2,2.93,1.8,4.67,2.04,3.3,1.8,1,"2016"
"942",272,"Clinton","… have a good time, folks.","No",5107.2,5108.3,14543,6.45,1.68333333333333,3.53,2.44,5.49666666666667,2.29666666666667,3,6.39,1.735,5.035,2.8,5.52,2.145,1,"2016"
"943",273,"Trump","It’s lies.","No",5108.6,5109.1,14546.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"2016"
"944",274,"Clinton","And, in fact, his cavalier attitude about nuclear weapons is so deeply troubling. That is the number-one threat we face in the world. And it becomes particularly threatening if terrorists ever get their hands on any nuclear material. So a man who can be provoked by a tweet should not have his fingers anywhere near the nuclear codes, as far as I think anyone with any sense about this should be concerned.","Yes",5108.8,5137.1,14584,5.50272727272727,1.73090909090909,4.35954545454545,2.16,5.39227272727273,2.23045454545455,-1.66666666666667,4.97153846153846,1.71230769230769,5.23384615384615,2.30769230769231,4.80461538461538,1.94846153846154,1,"2016"
"945",275,"Moderator","(INAUDIBLE)","No",5137.2,5137.7,14621,3.61,1.58,3.33,2.55,4.26,2.4,NA,NA,NA,NA,NA,NA,NA,1,"2016"
"946",276,"Trump","That line’s getting a little bit old, I must say. Listen.","Yes",5137.2,5139.5,14627,5.40333333333333,1.585,4.13833333333333,2.30833333333333,5.405,2.41333333333333,NA,4.62,1.525,3.975,1.825,4.525,1.63,1,"2016"
"947",277,"Clinton","It’s a good one, though.","No",5139.6,5140.4,14635,6.99,1.655,3.165,2.365,5.985,2.315,3,7.47,1.45,5.43,2.85,6.41,2.05,1,"2016"
"948",278,"Trump","I would like to-","Yes",5139.9,5140.8,14639.5,6.675,1.5,4.105,2.44,6.11,1.525,2,7.52,1.72,6.63,2.2,5.41,2.69,1,"2016"
"949",279,"Clinton","It well describes the problem.","No",5140.9,5142.2,14644,3.52,1.94,4.81,2.42,4.94,2.3,-2,2.74,1.61,5.81,2.22,4.04,2.53,1,"2016"
"950",280,"Trump","No it's- it’s not an- it's not an accurate one at all. It’s not an accurate one. So I just want to give a lot of things — and just to respond. I agree with her on one thing. The single greatest problem the world has is nuclear armament, nuclear weapons. Not global warming, like you think and your — your president thinks. Nuclear is the single greatest threat. Just to go down the list, we defend Japan, we defend Germany, we defend South Korea, we defend Saudi Arabia, we defend countries. They do not pay us. But they should be paying us, because we are providing tremendous service and we’re losing a fortune. That’s why we’re losing — we’re losing — we lose on everything. I say, who makes these — we lose on everything. All I said, that it’s very possible that if they don’t pay a fair share, because this isn’t 40 years ago where we could do what we’re doing. We can’t defend Japan, a behemoth, selling us cars by the million…","No",5141,5200.9,14732,5.94297872340426,1.75382978723404,4.34148936170213,2.27127659574468,5.64978723404255,2.19468085106383,-0.2,5.16090909090909,1.78,5.61636363636364,2.28090909090909,5.05772727272727,2.07045454545455,1,"2016"
"951",281,"Moderator","We need to move on.","Yes",5200.8,5202,14820,5.2,1.84,3.955,2.3,5.09,2.24,NA,NA,NA,NA,NA,NA,NA,1,"2016"
"952",282,"Trump","Well, wait, but it’s very important. All I said was, they may have to defend themselves or they have to help us out. We’re a country that owes $20 trillion. They have to help us out.","Yes",5201.8,5211.8,14840.5,6.06272727272727,1.88,4.01,2.22818181818182,6.07454545454545,2.11272727272727,2,6,1.9,5.615,2.165,6.115,1.955,1,"2016"
"953",283,"Moderator","Our last…","No",5212,5212.6,14859.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"2016"
"954",284,"Trump","As far as the nuclear is concerned, I agree. It is the single greatest threat that this country has.","Yes",5212.3,5219.8,14870,5.04,1.84166666666667,4.83333333333333,2.23166666666667,5.075,2.09833333333333,0.666666666666667,4.548,1.602,5.468,2.132,4.674,1.872,1,"2016"
"955",285,"Moderator","Which leads to my next question, as we enter our last segment here (INAUDIBLE) the subject of securing America. On nuclear weapons, President Obama reportedly considered changing the nation’s longstanding policy on first use. Do you support the current policy? Mr. Trump, you have two minutes on that.","Yes",5219.7,5234.5,14903.5,5.28058823529412,1.59235294117647,3.93882352941176,2.25941176470588,5.62823529411765,2.26352941176471,2,4.89666666666667,1.74666666666667,5.02666666666667,2.16666666666667,4.68833333333333,1.995,1,"2016"
"956",286,"Trump","Well, I have to say that, you know, for what Secretary Clinton was saying about nuclear with Russia, she’s very cavalier in the way she talks about various countries. But Russia has been expanding their — they have a much newer capability than we do. We have not been updating from the new standpoint. I looked the other night. I was seeing B-52s, they’re old enough that your father, your grandfather could be flying them. We are not — we are not keeping up with other countries. I would like everybody to end it, just get rid of it. But I would certainly not do first strike. I think that once the nuclear alternative happens, it’s over. At the same time, we have to be prepared. I can’t take anything off the table. Because you look at some of these countries, you look at North Korea, we’re doing nothing there. China should solve that problem for us. China should go into North Korea. China is totally powerful as it relates to North Korea. And by the way, another one powerful is the worst deal I think I’ve ever seen negotiated that you started is the Iran deal. Iran is one of their biggest trading partners. Iran has power over North Korea. And when they made that horrible deal with Iran, they should have included the fact that they do something with respect to North Korea. And they should have done something with respect to Yemen and all these other places. And when asked to Secretary Kerry, why didn’t you do that? Why didn’t you add other things into the deal? One of the great giveaways of all time, of all time, including $400 million in cash. Nobody’s ever seen that before. That turned out to be wrong. It was actually $1.7 billion in cash, obviously, I guess for the hostages. It certainly looks that way. So you say to yourself, why didn’t they make the right deal? This is one of the worst deals ever made by any country in history. The deal with Iran will lead to nuclear problems. All they have to do is sit back 10 years, and they don’t have to do much.","No",5234.6,5359.2,15110.5,5.7933,1.716,3.9601,2.2504,5.7073,2.1603,-0.384615384615385,5.66151515151515,1.74727272727273,5.33757575757576,2.32181818181818,5.43939393939394,2.12090909090909,1,"2016"
"957",287,"Moderator","Your two minutes is expired.","No",5359.2,5360.5,15296,6.3,1.63,3.33,2.57,5.05,2.15,NA,NA,NA,NA,NA,NA,NA,1,"2016"
